UnderwrittenCoverID,PolicyID,TransactionMonth,IsVATRegistered,Citizenship,LegalType,Title,Language,Bank,AccountType,MaritalStatus,Gender,Country,Province,PostalCode,MainCrestaZone,SubCrestaZone,ItemType,Mmcode,VehicleType,RegistrationYear,Make,Model,Cylinders,Cubiccapacity,Kilowatts,Bodytype,NumberOfDoors,VehicleIntroDate,CustomValueEstimate,AlarmImmobiliser,TrackingDevice,CapitalOutstanding,NewVehicle,WrittenOff,Rebuilt,Converted,CrossBorder,NumberOfVehiclesInFleet,SumInsured,TermFrequency,CalculatedPremiumPerTerm,ExcessSelected,CoverCategory,CoverType,CoverGroup,Section,Product,StatutoryClass,StatutoryRiskType,TotalPremium,TotalClaims
263,1225,2014-10-30 00:58:08,True,Other,Sole Proprietor,Ms,English,FNB,Savings,Divorced,Female,South Africa,Gauteng,5311,Zone B,Sub Zone 2,Vehicle,79212,Passenger,2005,Ford,Polo,5,2828,63,Hatchback,3,2003-03-20 23:51:56,209957.73811504038,True,True,123490.39638886326,True,False,False,False,False,1,389836.51683158526,Monthly,1597.9523662485515,4755.1869603651185,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1834.7668080464082,0.0
264,5893,2015-03-13 02:37:53,True,Other,Sole Proprietor,Dr,Afrikaans,FNB,Current,Married,Male,South Africa,KwaZulu-Natal,3934,Zone B,Sub Zone 2,Vehicle,65261,Light Commercial,2004,Toyota,3 Series,6,1331,120,Hatchback,3,2006-02-03 04:28:41,155982.75250619097,False,False,190393.5244606806,False,False,False,False,False,3,344871.12865893694,Monthly,699.3461683947803,2801.6681236822124,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2397.6077559628825,0.0
265,8022,2014-08-20 22:33:46,True,Other,Sole Proprietor,Mrs,English,Standard Bank,Savings,Divorced,Male,South Africa,KwaZulu-Natal,1022,Zone A,Sub Zone 2,Vehicle,97317,Passenger,2008,Toyota,3 Series,4,2687,124,Sedan,4,2010-05-18 01:41:28,159997.75068726193,True,True,62140.84374358342,False,False,False,False,False,4,164312.46166236812,Monthly,2056.109365652068,906.4572359429495,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1503.223786392704,0.0
266,6600,2015-08-14 05:59:38,False,Other,Close Corporation,Mrs,English,Absa,Savings,Single,Female,South Africa,Eastern Cape,2209,Zone B,Sub Zone 1,Vehicle,40048,Passenger,2009,Toyota,3 Series,5,1793,169,SUV,3,2005-06-28 08:25:39,327528.4709189325,False,False,116129.16007199007,True,False,False,False,False,4,364360.0679263243,Monthly,629.7020164262017,3198.7699191113243,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1755.7074667663405,0.0
267,8996,2014-07-21 02:01:47,False,Other,Close Corporation,Mrs,Afrikaans,FNB,Current,Divorced,Female,South Africa,Western Cape,9940,Zone A,Sub Zone 1,Vehicle,13065,Light Commercial,2003,Volkswagen,Polo,5,2555,161,Hatchback,2,2008-01-31 02:18:53,193416.19518262256,False,False,190720.67355015888,True,False,False,True,False,2,449043.6402688781,Monthly,1456.006240391374,381.0948419429033,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,535.9737320847657,0.0
268,8683,2014-10-09 23:13:44,False,Other,Close Corporation,Mrs,Afrikaans,Standard Bank,Savings,Married,Male,South Africa,Gauteng,1804,Zone A,Sub Zone 1,Vehicle,12036,Passenger,2010,Toyota,3 Series,5,1648,100,Hatchback,4,2012-11-10 13:10:54,354723.2944126129,True,False,130096.6699989375,False,False,False,False,False,2,153858.94470259539,Monthly,1484.1755724393793,3175.6936841743386,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,867.2777335497778,0.0
269,5642,2015-05-31 11:50:49,False,South Africa,Sole Proprietor,Dr,English,FNB,Current,Single,Female,South Africa,Western Cape,9325,Zone B,Sub Zone 2,Vehicle,45814,Passenger,2002,BMW,Polo,7,1982,179,Sedan,3,2009-09-12 02:27:18,476550.34661578125,True,False,134622.66046199086,True,False,False,False,False,1,367755.7765621205,Monthly,2997.306271158332,4043.0590126343673,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2209.5862986650122,0.0
270,8679,2014-09-29 18:17:24,True,South Africa,Sole Proprietor,Mrs,English,Standard Bank,Savings,Divorced,Female,South Africa,Western Cape,5416,Zone A,Sub Zone 1,Vehicle,69694,Passenger,2008,Toyota,Polo,6,2894,192,SUV,3,2009-08-08 00:59:03,337315.06247595756,False,False,35785.70231216718,False,False,False,False,False,1,227162.2790288789,Monthly,1249.5050843227764,1766.6571824294347,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1147.6874008850841,0.0
271,9208,2014-11-10 11:41:20,False,Other,Sole Proprietor,Mr,Zulu,Standard Bank,Savings,Single,Female,South Africa,KwaZulu-Natal,9625,Zone A,Sub Zone 1,Vehicle,26924,Passenger,2007,BMW,Polo,7,2052,85,SUV,4,2009-01-14 23:50:54,388245.50474466704,True,True,98521.93577056534,True,False,False,False,False,3,103445.33582327899,Monthly,2551.1348448092217,355.9221212758684,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,933.7306693891252,23638.000526126983
272,8339,2014-03-11 06:02:13,True,South Africa,Sole Proprietor,Mrs,English,Absa,Savings,Single,Male,South Africa,Gauteng,6141,Zone B,Sub Zone 2,Vehicle,70204,Light Commercial,2005,Volkswagen,Ranger,7,1542,167,Sedan,3,2006-06-20 15:07:34,388211.18687727704,False,False,73416.54941744932,True,False,False,False,False,2,393557.3044401569,Monthly,632.9292130458845,3461.130642064531,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1473.2383038924895,0.0
273,3205,2015-01-14 11:08:13,True,Other,Sole Proprietor,Dr,Zulu,FNB,Savings,Single,Female,South Africa,Gauteng,5968,Zone A,Sub Zone 1,Vehicle,42844,Passenger,2000,BMW,Polo,4,2042,53,Sedan,3,2012-12-16 00:16:17,198816.25477968995,True,False,94191.37047820601,True,False,False,False,False,4,125211.55513295137,Monthly,1824.414963464601,1696.6437508428955,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,990.6070847993705,0.0
274,2069,2015-07-17 17:38:46,True,South Africa,Sole Proprietor,Mrs,Zulu,Absa,Current,Divorced,Male,South Africa,KwaZulu-Natal,4671,Zone B,Sub Zone 1,Vehicle,91943,Light Commercial,2013,BMW,3 Series,7,2171,55,Hatchback,2,2007-01-14 16:40:42,56731.097567045974,False,False,160165.31528837542,False,True,False,False,False,2,163803.3230706671,Monthly,1841.7291963900302,1245.4832594027582,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,678.8673094343088,47742.035205522065
275,4444,2014-09-04 10:12:55,True,Other,Sole Proprietor,Mr,Zulu,FNB,Savings,Single,Male,South Africa,Western Cape,8292,Zone A,Sub Zone 1,Vehicle,31518,Passenger,2009,BMW,Ranger,4,2494,159,Sedan,4,2010-03-06 09:38:47,74771.58334739649,True,False,92139.79754921966,True,False,False,False,False,2,402323.9183954115,Monthly,2071.874632986156,3445.9087947162097,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1351.574747432526,0.0
276,2060,2014-12-10 18:32:28,True,Other,Close Corporation,Dr,Afrikaans,Absa,Savings,Divorced,Male,South Africa,KwaZulu-Natal,8001,Zone B,Sub Zone 2,Vehicle,27059,Light Commercial,2012,Toyota,Corolla,7,1490,148,Sedan,3,2007-10-25 15:10:13,176927.1128980513,False,False,12570.135651567016,False,False,False,False,False,2,383959.7535310869,Monthly,2525.0130084748457,4847.932344543974,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,993.0753240966533,0.0
277,3327,2014-02-07 09:18:22,False,South Africa,Sole Proprietor,Dr,Afrikaans,FNB,Current,Married,Male,South Africa,Eastern Cape,3098,Zone B,Sub Zone 1,Vehicle,33052,Light Commercial,2011,Ford,Corolla,5,1282,171,Sedan,4,2002-08-17 09:41:51,360294.4326459191,True,False,181108.3322301726,True,False,False,False,False,1,164382.37971997773,Monthly,2404.8084543078703,3726.6118871286876,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2898.187227004509,0.0
278,4420,2014-02-16 12:37:05,False,South Africa,Close Corporation,Mr,English,Absa,Current,Divorced,Male,South Africa,Gauteng,9444,Zone A,Sub Zone 2,Vehicle,79803,Light Commercial,2010,BMW,3 Series,6,1861,166,SUV,4,2000-12-30 08:52:30,458007.41239173163,False,True,108963.17749039413,True,False,False,False,False,4,473434.0764558653,Monthly,2402.5203208309363,2456.7502027968776,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,687.9709007919894,49285.73161178738
279,1301,2014-03-11 09:58:35,False,Other,Close Corporation,Mr,Zulu,Standard Bank,Current,Married,Female,South Africa,Eastern Cape,6061,Zone B,Sub Zone 2,Vehicle,81524,Passenger,2000,Toyota,3 Series,7,2876,145,Sedan,2,2006-12-10 01:12:22,481459.2179858358,True,True,184898.8717060584,False,False,False,False,False,4,146878.35128473619,Monthly,1580.7348358107172,3002.5536121207406,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2742.3297103000764,0.0
280,1606,2015-04-23 07:27:29,False,Other,Sole Proprietor,Mr,Afrikaans,FNB,Current,Divorced,Male,South Africa,KwaZulu-Natal,4264,Zone A,Sub Zone 2,Vehicle,99572,Light Commercial,2011,Toyota,3 Series,4,2835,116,Hatchback,2,2011-03-14 18:14:16,61631.898728033055,False,False,114470.90240552489,False,False,False,False,False,1,497129.99673381454,Monthly,2318.6787061663163,711.3945434289443,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1648.3890424496053,0.0
281,4170,2014-06-29 15:21:56,True,South Africa,Sole Proprietor,Mr,Afrikaans,FNB,Current,Single,Male,South Africa,Gauteng,6435,Zone A,Sub Zone 1,Vehicle,18680,Light Commercial,2005,Toyota,3 Series,6,2698,169,Hatchback,4,2009-03-30 10:52:41,495539.26053474704,True,False,13927.263195012118,True,False,False,False,False,1,382054.94237814774,Monthly,1728.2892943728039,4066.06642841404,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2525.963928048185,0.0
282,1699,2014-12-08 04:55:26,False,South Africa,Close Corporation,Mr,Afrikaans,Standard Bank,Current,Divorced,Male,South Africa,Eastern Cape,9493,Zone B,Sub Zone 1,Vehicle,77021,Passenger,2012,Ford,Ranger,4,1112,64,Hatchback,2,2005-01-29 00:02:19,195123.7482605122,True,False,110573.87870515425,False,False,False,False,False,4,226628.4607481312,Monthly,667.3779458625055,3021.4750530570946,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,658.0683090001676,0.0
283,6088,2015-06-22 09:31:07,True,Other,Close Corporation,Dr,Afrikaans,Absa,Savings,Single,Female,South Africa,Eastern Cape,7691,Zone A,Sub Zone 1,Vehicle,90249,Light Commercial,2002,Ford,3 Series,5,2478,66,Sedan,2,2008-02-17 13:05:02,429330.3027058019,False,True,115147.78649853612,True,False,False,False,False,3,108657.14299811778,Monthly,2725.4544565293177,4829.151989990087,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3262.1119843687125,0.0
284,1190,2014-06-20 05:01:34,False,South Africa,Sole Proprietor,Dr,Afrikaans,FNB,Current,Married,Female,South Africa,Western Cape,3763,Zone B,Sub Zone 2,Vehicle,30043,Passenger,2002,Ford,Polo,7,2685,67,SUV,3,2005-09-11 16:32:28,131132.95731355116,True,False,42867.975868595124,False,False,False,False,False,2,194229.47982182616,Monthly,2725.408265346901,4897.41684144974,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2802.127091754828,0.0
285,1980,2014-03-01 05:28:45,True,Other,Sole Proprietor,Mrs,Zulu,FNB,Savings,Divorced,Female,South Africa,Gauteng,5005,Zone A,Sub Zone 2,Vehicle,12419,Passenger,2005,Ford,Corolla,6,2353,164,Sedan,2,2001-11-11 14:32:28,78304.21592308664,True,False,94205.81682087535,False,False,False,False,False,4,137182.33015927192,Monthly,1307.1969116378482,1772.9334622020153,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,920.4292156226784,25161.929876779814
286,3975,2014-02-16 19:15:22,True,Other,Close Corporation,Mrs,Zulu,Absa,Current,Single,Female,South Africa,Eastern Cape,4241,Zone A,Sub Zone 1,Vehicle,66892,Light Commercial,2012,Volkswagen,3 Series,5,2278,196,Sedan,2,2000-10-07 09:41:48,220259.9408282094,False,False,91888.30237473027,True,True,False,False,False,1,329827.8139223087,Monthly,2784.7565482023506,4942.729677563354,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1156.353113082081,0.0
287,7102,2015-07-09 10:00:05,False,Other,Sole Proprietor,Ms,Zulu,Standard Bank,Savings,Married,Female,South Africa,Eastern Cape,4057,Zone B,Sub Zone 2,Vehicle,27140,Passenger,2002,Ford,Polo,7,2622,125,Hatchback,3,2009-11-05 10:42:07,436516.42483881186,False,False,124575.22980412073,True,False,False,False,False,4,210584.81891208052,Monthly,2394.9600962627037,4784.167640512951,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2431.9886979184575,0.0
288,2184,2014-02-07 17:06:59,True,Other,Sole Proprietor,Mrs,Zulu,Absa,Savings,Married,Female,South Africa,Western Cape,1550,Zone A,Sub Zone 1,Vehicle,53484,Passenger,2012,Ford,3 Series,7,2422,137,Sedan,3,2013-08-31 00:37:07,149371.21214501723,False,False,51922.819734784076,False,False,False,False,False,2,182753.26755973566,Monthly,1502.0030771550578,3199.1598190256805,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3264.687812883051,0.0
289,4327,2015-03-24 05:41:18,True,South Africa,Sole Proprietor,Mrs,English,Absa,Savings,Divorced,Female,South Africa,Eastern Cape,6574,Zone A,Sub Zone 1,Vehicle,73869,Passenger,2010,Ford,Polo,4,1861,140,SUV,4,2007-10-07 14:25:48,119280.79658832899,False,False,116349.68358963875,False,False,False,False,False,4,390709.93627326743,Monthly,1328.7639960631336,1667.3221422957813,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1837.4971730187006,0.0
290,4394,2014-07-06 16:51:49,False,South Africa,Close Corporation,Mr,Zulu,Absa,Current,Married,Male,South Africa,Eastern Cape,6411,Zone A,Sub Zone 1,Vehicle,55210,Light Commercial,2009,BMW,Ranger,4,1609,97,Hatchback,2,2005-12-13 02:46:26,459411.9480275857,True,True,48190.408527388565,True,False,False,False,False,1,153769.74568258238,Monthly,2937.8567484652526,3766.701103738845,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1956.898385065417,0.0
291,9319,2014-10-01 05:00:17,True,South Africa,Close Corporation,Mr,Afrikaans,FNB,Current,Single,Male,South Africa,Eastern Cape,2587,Zone A,Sub Zone 1,Vehicle,67600,Passenger,2005,BMW,Corolla,5,2932,64,SUV,3,2010-11-02 22:23:27,472251.7411796566,True,False,89289.05444078133,False,False,False,False,False,3,314100.1928414771,Monthly,2281.5674077782774,1356.1861567806793,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1213.4007841670891,43367.352224326285
292,2816,2015-05-26 22:27:45,False,South Africa,Close Corporation,Mrs,Zulu,Standard Bank,Current,Married,Female,South Africa,Western Cape,6920,Zone A,Sub Zone 1,Vehicle,88497,Passenger,2004,Ford,Corolla,4,1507,172,SUV,2,2000-02-03 03:35:17,55646.68963500902,True,False,24541.139867461403,False,False,False,False,False,1,137568.24177059554,Monthly,1447.0248869280003,3149.219483372903,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1649.0326268633967,0.0
293,6854,2015-06-11 16:49:33,False,South Africa,Sole Proprietor,Ms,English,Standard Bank,Current,Married,Male,South Africa,Eastern Cape,6260,Zone A,Sub Zone 1,Vehicle,16487,Passenger,2003,Volkswagen,Ranger,5,2667,176,SUV,4,2010-04-01 05:53:23,377346.08183696674,False,False,7460.109572295637,False,False,False,False,False,3,371659.373479893,Monthly,2104.9597199520126,122.90806899782014,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1358.053108490917,0.0
294,7709,2014-11-09 05:54:36,False,South Africa,Sole Proprietor,Mr,Afrikaans,Absa,Savings,Single,Male,South Africa,Eastern Cape,5409,Zone A,Sub Zone 1,Vehicle,70692,Light Commercial,2007,BMW,Polo,5,1465,147,Sedan,2,2004-05-02 23:44:35,189143.481438197,True,False,64117.461198346784,False,False,False,False,False,2,331304.66768866853,Monthly,1928.8154975934222,3142.913982720868,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1551.7134489134394,0.0
295,1569,2015-01-29 10:43:27,True,South Africa,Close Corporation,Mrs,Zulu,FNB,Current,Married,Female,South Africa,Gauteng,6783,Zone A,Sub Zone 2,Vehicle,72112,Passenger,2001,Toyota,3 Series,5,1823,133,Sedan,2,2006-07-12 22:27:24,218616.96648523532,True,False,54914.350129948296,True,False,False,False,False,1,409169.08182966395,Monthly,1811.3500567599017,4758.041423667809,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,561.7928742660416,1233.7425527281189
296,6442,2015-01-13 00:54:46,True,Other,Close Corporation,Mrs,Zulu,Absa,Savings,Married,Male,South Africa,Gauteng,1712,Zone B,Sub Zone 1,Vehicle,41110,Light Commercial,2014,BMW,Polo,4,2430,90,Sedan,2,2001-09-14 15:37:27,261096.33872817046,False,False,81387.18240626935,True,False,False,False,False,4,80823.68364320553,Monthly,2111.7547470296095,1175.7152135310982,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,623.1822340167132,0.0
297,2895,2014-03-24 22:51:42,True,South Africa,Close Corporation,Dr,Zulu,FNB,Savings,Married,Male,South Africa,Western Cape,6406,Zone A,Sub Zone 2,Vehicle,26360,Passenger,2011,Toyota,Corolla,6,1608,145,Sedan,3,2003-10-31 23:03:39,242055.9365785338,True,False,192396.52400006793,False,False,False,False,False,1,144547.45227725967,Monthly,1844.0658054509047,3890.8974335788876,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2542.059601726709,0.0
298,3733,2014-12-23 14:50:51,False,South Africa,Sole Proprietor,Ms,Afrikaans,FNB,Current,Married,Female,South Africa,KwaZulu-Natal,8990,Zone A,Sub Zone 2,Vehicle,59410,Light Commercial,2013,BMW,Ranger,5,2121,117,Hatchback,3,2000-04-30 01:11:27,281738.20324194734,True,False,104445.85895406568,False,False,True,False,False,1,119507.16224905956,Monthly,2136.9758842159517,1467.117749578008,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2545.3855667678863,4266.123995587
299,4863,2014-12-04 05:02:20,True,Other,Close Corporation,Dr,Afrikaans,FNB,Current,Single,Male,South Africa,Gauteng,8420,Zone B,Sub Zone 1,Vehicle,93038,Light Commercial,2010,Ford,Ranger,6,1289,54,Sedan,4,2013-02-09 17:16:33,312062.7720830073,False,False,110635.34122735131,True,False,False,False,False,2,135752.5581285815,Monthly,2768.9214055590974,3539.2487436432075,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1490.6918010075049,0.0
300,8455,2014-11-13 06:30:15,False,South Africa,Close Corporation,Ms,English,FNB,Current,Married,Female,South Africa,Western Cape,7843,Zone B,Sub Zone 2,Vehicle,83167,Light Commercial,2006,BMW,Polo,7,1867,102,Hatchback,2,2004-01-06 06:48:10,259517.9771770659,True,True,188320.20775747485,False,False,False,False,False,3,96356.33561212281,Monthly,2983.1624203631795,3499.861849367627,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3156.3871902615106,0.0
301,5014,2014-02-21 14:57:24,False,South Africa,Sole Proprietor,Mr,Afrikaans,Standard Bank,Savings,Single,Female,South Africa,Eastern Cape,3433,Zone B,Sub Zone 2,Vehicle,13017,Passenger,2003,Ford,Polo,4,2762,171,SUV,4,2012-03-31 03:46:52,365703.59322028287,False,True,184229.4275183666,False,False,False,False,False,3,302936.8556462328,Monthly,2273.217183370033,923.6887084523926,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1298.3363485997702,0.0
302,2686,2014-02-21 10:48:17,True,Other,Sole Proprietor,Ms,Afrikaans,FNB,Current,Married,Male,South Africa,Eastern Cape,4301,Zone A,Sub Zone 2,Vehicle,96261,Passenger,2001,Ford,Ranger,4,2680,185,Hatchback,4,2013-01-25 03:24:55,373370.7482789639,False,True,176822.39078008357,False,False,False,False,False,4,317044.13317274954,Monthly,2819.5520043760816,2985.6395521050995,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1687.354345921681,0.0
303,4009,2014-07-20 19:39:14,False,South Africa,Sole Proprietor,Mrs,Zulu,FNB,Savings,Married,Male,South Africa,Western Cape,1270,Zone B,Sub Zone 1,Vehicle,70124,Passenger,2014,BMW,Corolla,6,2179,71,Sedan,3,2006-04-03 14:41:33,248161.6388417878,True,False,19598.948405942607,False,False,False,False,False,1,429570.3900173046,Monthly,2646.025634707385,4295.844765565768,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2694.1268728494683,0.0
304,8806,2015-03-15 21:34:16,True,South Africa,Close Corporation,Mrs,Afrikaans,Absa,Current,Married,Male,South Africa,Eastern Cape,2079,Zone B,Sub Zone 1,Vehicle,60949,Light Commercial,2006,Toyota,3 Series,7,1781,155,Hatchback,2,2009-05-10 01:29:19,114108.41663919887,True,True,126859.48210406608,False,False,False,False,False,2,237982.17939969318,Monthly,1237.593494953198,1912.665347197806,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2730.7043533721007,2097.081037510119
305,1154,2015-04-12 13:27:36,True,South Africa,Sole Proprietor,Ms,Zulu,Absa,Savings,Married,Female,South Africa,Eastern Cape,6322,Zone A,Sub Zone 1,Vehicle,68268,Passenger,2012,Toyota,3 Series,7,1161,56,Sedan,2,2008-08-26 16:07:15,338287.5145940552,True,True,161619.79609870235,True,False,False,False,False,3,289573.1208835015,Monthly,2832.269957607589,3551.3847567445628,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3083.4972881155513,38884.98687003344
306,2409,2015-08-10 17:41:18,True,Other,Sole Proprietor,Ms,Zulu,Standard Bank,Current,Single,Female,South Africa,KwaZulu-Natal,9795,Zone A,Sub Zone 1,Vehicle,76320,Passenger,2000,BMW,Polo,5,1623,199,Sedan,4,2006-06-25 08:30:27,397830.52055781905,False,True,167114.937915419,False,False,False,False,False,4,496086.82673499995,Monthly,677.0225001315537,3372.1501761727322,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,587.1771257178873,0.0
307,1784,2014-11-12 13:26:14,True,South Africa,Close Corporation,Ms,Afrikaans,Absa,Current,Single,Female,South Africa,Eastern Cape,6257,Zone B,Sub Zone 1,Vehicle,91301,Light Commercial,2003,Ford,Ranger,4,2866,95,Hatchback,2,2000-09-10 19:23:52,337149.2845417774,False,True,115581.42850037922,False,True,False,False,False,3,289330.28751163057,Monthly,1324.8045526088622,1287.5700090030184,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1051.2760434234754,0.0
308,9096,2014-04-09 22:33:34,True,South Africa,Sole Proprietor,Dr,English,FNB,Savings,Single,Male,South Africa,Gauteng,8982,Zone B,Sub Zone 2,Vehicle,41127,Passenger,2008,Toyota,Ranger,7,2720,79,Hatchback,3,2003-02-04 07:03:22,314624.644631067,True,False,3499.109497233821,False,False,False,False,False,4,308109.2394884073,Monthly,2099.8623377619997,4593.2177989285165,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2421.715312010183,0.0
309,8560,2014-12-28 05:08:20,False,Other,Close Corporation,Ms,English,Absa,Current,Divorced,Male,South Africa,Eastern Cape,7214,Zone A,Sub Zone 2,Vehicle,13196,Passenger,2013,Volkswagen,Ranger,7,1716,175,SUV,4,2008-10-28 12:06:15,153235.39605557284,True,True,194742.58032834702,True,False,False,False,False,3,498162.8366948228,Monthly,1817.2886147378551,2817.5604205813647,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1514.5993077092112,0.0
310,8343,2015-02-26 10:15:28,False,South Africa,Close Corporation,Mr,Afrikaans,Standard Bank,Current,Married,Female,South Africa,Western Cape,6006,Zone A,Sub Zone 1,Vehicle,85088,Light Commercial,2003,Ford,Corolla,5,2120,150,SUV,4,2003-09-23 00:14:10,340311.6683686662,False,True,94439.34055162428,False,False,False,False,False,4,497358.22165239765,Monthly,1856.0309820734064,1776.4632840276206,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,630.6850127926045,0.0
311,8206,2015-08-30 02:57:07,False,Other,Sole Proprietor,Dr,English,Absa,Current,Married,Male,South Africa,KwaZulu-Natal,4985,Zone A,Sub Zone 2,Vehicle,51300,Light Commercial,2011,BMW,Polo,5,2400,193,SUV,3,2004-09-11 07:46:44,200685.29655929538,True,False,78719.17905471963,False,False,False,False,False,3,240813.70051877914,Monthly,2487.2208245031197,821.7918785121836,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2259.4000217200655,0.0
312,6596,2015-07-19 01:31:36,True,Other,Sole Proprietor,Dr,Zulu,Absa,Current,Single,Male,South Africa,Eastern Cape,9791,Zone A,Sub Zone 2,Vehicle,59714,Passenger,2012,Ford,Polo,6,1566,128,SUV,3,2001-01-25 11:04:54,463801.4882659783,True,True,78989.7427354526,True,False,False,False,False,3,335726.073321334,Monthly,986.7592057154807,2367.2917620988446,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1679.2195953944347,0.0
313,6801,2015-03-15 09:09:01,True,South Africa,Sole Proprietor,Ms,Zulu,Standard Bank,Current,Divorced,Female,South Africa,Western Cape,9705,Zone A,Sub Zone 2,Vehicle,41921,Light Commercial,2002,Volkswagen,Polo,4,2473,182,SUV,3,2001-08-27 14:26:26,344174.04174199136,False,False,84830.1760116533,True,False,False,False,False,1,266361.12852676393,Monthly,2955.1887749186467,3650.5671895085,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1592.284575632051,0.0
314,3806,2015-01-07 07:31:09,True,Other,Sole Proprietor,Mr,Afrikaans,Standard Bank,Current,Married,Female,South Africa,Gauteng,6991,Zone B,Sub Zone 2,Vehicle,14746,Passenger,2009,Volkswagen,Corolla,7,1993,116,Hatchback,3,2011-09-10 17:31:35,175180.8545187362,True,True,48436.1436345506,True,False,False,False,True,4,374321.95324574015,Monthly,1593.6455682429264,3118.2013488549396,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1293.0928540574776,0.0
315,1537,2014-04-21 22:34:41,False,Other,Sole Proprietor,Dr,English,FNB,Current,Single,Male,South Africa,Eastern Cape,7227,Zone A,Sub Zone 1,Vehicle,78535,Passenger,2009,Toyota,Polo,6,2140,72,SUV,3,2001-09-28 22:44:08,262817.10921376856,True,True,65466.72514996597,True,False,False,False,False,4,472273.9345100262,Monthly,2874.608162013988,3635.2627977638163,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,517.9936793508879,0.0
